Tweets,Sentiment
" 'पहले #बीमारी आती है, उसके बाद वैक्सीन का निर्माण होता है, \n#कांग्रेस की स्थापना 1885 में, RSS की स्थापना 1925 में हुई 🤔\n\n       🚩जय श्री राम🚩🙏\n\n@KapilMishra_IND @VikashRai_811',",neutral
" 'पहले #बीमारी आती है, उसके बाद वैक्सीन का निर्माण होता है, \n#कांग्रेस की स्थापना 1885 में, RSS की स्थापना 1925 में हुई 🤔\n\n       🚩जय श्री राम🚩🙏',",neutral
" 'कांग्रेस के वरिष्ठ नेता एवं भारत के पूर्व प्रधानमंत्री डॉ. #मनमोहन_सिंह जी के अस्वस्थ होने की ख़बर है!\n#कांग्रेस परिवार आपके अतिशीघ्र स्वस्थ्य होने की कामना करता है!!\n#ManmohanSingh\n@INCIndia https://t.co/o4HnNXMmEw',",negative
" '5. आंध्र, तेलंगणा, केरल, पश्चिम बंगाल, तमिळनाडू, ओडिशा, महाराष्ट्र मे क्यो सरकार नही गिरा पाये?\n6. ऐसी क्या वजह है जो सिर्फ #काँग्रेस सरकार गिरती रही और बाकी देखते रहे?',",neutral
" '1. 2004 -2014 तक @INCIndia की सरकार थी. सरकारने क्यो कदम नही उठाये?\n2. क्यो न इस पाप के भागीदार काँग्रेस को न माना जाये?\n3. आज काई राज्य मे #काँग्रेस की सरकार है लेकिन बीजेपी के विरोध मे क्यो कुछ नही कर सकती?\n4. क्यों सिर्फ #काँग्रेस की ही सरकारे गिरती रही, बिकती रही? https://t.co/SMs2K03ayR',",negative
" '@RahulGandhi सब याद रखा जायेगा !\nजब देश कोरोना महामारी से लड़ रहा था तब देश की सबसे पुरानी पार्टी #कांग्रेस के नेता झूठ फैलाकर मौतों पर तालियां बजा रहे थे !😖😖\nhttps://t.co/xaE5KTnGTM https://t.co/jzQg8uOA7a',",negative
" '@Atul_Misra_ #काँग्रेस का बुद्धिजीवी....?? चलो, आपके पारखी नजर ने किसी को तो देखा ही होगा 😃😃',",neutral
" '@RahulGandhi #कोरोना की इस विपदा में भी @RahulGandhi और उसकी टीम अफ़वाह और झूठी ख़बरें फैलाकर देश में अफ़रातफ़री का माहौल पैदा करना चाहती है। इस समय #coronawarriors के मनोबल को तोड़ने के पीछे उनकी मंशा/साज़िश क्या है?\n@sambitswaraj ने @Pawankhera के सामने #कांग्रेस को नंगा किया।\n\n#COVID19 https://t.co/hLRfKK2noH',",negative
" '👇\nदुखद..🤔\n  बताओ दुनिया कितनी कमीनी है अभी मेरे एक कांग्रेसी दोस्त का कांग्रेस कार्यालय से फोन आया था कि अस्पताल से #मनमोहन सिंह वापस आएंगे या नही इस बात का #कांग्रेस कार्यालय में सट्टा लग रहा है..🤔😏\nक्या किसी भी पार्टी के कार्यकर्ता इतने संवेदनहीन हो सकते हैं..?\n🤔😏\n.',",negative
" '#BreakingNews :\n#मनमोहन_सिंह : राहुल गांधी @RahulGandhi से निवेदन है कि इस संकट की घड़ी में आगे आएं \nऔर #कोरोना का वही हाल करें जो #कांग्रेस का किया है...🙏🙏\n----\nhttps://t.co/nIYQR7ilPl https://t.co/uipOJwYwGd',",negative
" '@INCIndia @AshokChavanINC #कालाबाजारी और #कांग्रेस दोनों की राशि मिलती है ....',",negative
" '@hariompandeyMP वह 2-3 दिन पहले ही #Congress के संपर्क में आए थे और #Modi को सलाह दी थी,\nसमझ गये ना......हाचू ......\n #BJP #कांग्रेस #नफरत\n👉🏿 #ManmohanSingh',",neutral
" '@JainKiran6 वह 2-3 दिन पहले ही #Congress के संपर्क में आए थे और #Modi को सलाह दी थी,\nसमझ गये ना......हाचू ......\n #BJP #कांग्रेस #नफरत\n👉🏿 #ManmohanSingh',",neutral
" '@ZeeNews वह 2-3 दिन पहले ही #Congress के संपर्क में आए थे और #Modi को सलाह दी थी,\nसमझ गये ना......हाचू ......\n #BJP #कांग्रेस #नफरत',",neutral
" '@ABPNews @AadarshJha01 वह 2-3 दिन पहले ही #Congress के संपर्क में आए थे और #Modi को सलाह दी थी,\n समझ गये ना......हाचू ......\n #BJP #कांग्रेस #नफरत',",neutral
" 'राहुल गांधी से निवेदन है कि इस संकट की घड़ी में आगे आएं और कोरोना का वही हाल करें जो #कांग्रेस का किया है,,,\n😂😆😂😂😜',",neutral
" '#मोदी_विकास 7 साल में बनाई गई मूर्ति का पर्यटन बंद। अपने नाम पर करे स्टेडियम में दर्शकों का प्रवेश बंद, चालू है तो सिर्फ और सिर्फ #कांग्रेस के द्वारा बनाये गये हास्पीटल, जो रात दिन काम कर रहे है। \n@INCIndia @BBCHindi @ShivSena @NCPspeaks @priyankagandhi @htTweets @ani @BJP4India',",negative
" '@samikm_2003 @Lala_The_Don दबा दिया गया मामला under कर्फ्यू #काँग्रेस',",neutral
" '@JaiveerShergill कांग्रेस के विपक्ष के रूप में फेल हो है और देश के लिए एक बोझ बन गई \nऔर आपका नेतृत्व का भर कांग्रेस को ले के डूब रहा है \n @srinivasiyc जिसे लोग दिन रात लगे लोगो की भलाई में और आपका नेतृत्व लगा आराम करने में \n#कांग्रेस को बस एक बार अपने आप को देखना चाहिए कोई आरोप लगाने से पहले',",negative
" '12 करोड़ की आबादी वाले महाराष्ट्र में  #कांग्रेस #शिव_सेना  #एन_सी_पी की सरकार है और किस तरह भसड़ मचा रखी हैं महाराष्ट्र में\nऔर 22 करोड़ की आबादी वाले उत्तर प्रदेश को योगी जी अकेले किस तरह सम्भाल रहे हैं ए काबिलेतारीफ है.',",positive
" '@INCIndia कांग्रेस ने अगर कभी देशवासियों की जान की कीमत समझी होती तो देश का बंटवारा ही ना हुआ होता!\nखुद कांग्रेस से कभी देश का भला हुआ नहीं, चले है दूसरों को नसीहत देने!\n#कांग्रेस ने तो #बंगाल में ममता बनर्जी को वाॅक ओवर दे ही दिया है पर चिंता ना करो इस बार #भाजपा परिवर्तन लाकर रहेगी!!',",positive
" '@RahulGandhi @INCIndia सत्य-अहिंसा की आड़ में झूठ मक्कारी और फरेब रचने वाली #कांग्रेस पार्टी #कोरोना_एक_षडयंत्र_है की कहानी लिखने में व्यस्त है।\n#समझा_करो_यार कि भ्रष्टाचार के लिए कुख्यात और बदनाम #पप्पू के चमचे #कांग्रेसी समय के साथ जबरदस्त तालमेल बिठाते हुए भ्रम की राजनीति करने में माहिर हैं।\n#ठीक_है https://t.co/qs4ZAroOx6',",negative
" '#भारत_पाकिस्तान में मध्यस्था की बात खेदजनक : #कांग्रेस\n@kharge\n@INCIndia\n#india\nhttps://t.co/VmXdkxm5ks https://t.co/UeAokSsMDA',",negative
" '@Dr_Uditraj @INCIndia आखिर #टिकैत #कांग्रेस का ही एजेंट निकला\nफोटो तो यही बोलता है',",neutral
" '@ZeeNews @AmanChopra_ #काँग्रेस के 60 वर्षों में 6 एम्स बने।\n#मोदी के 6 वर्ष में 16 एम्स बने।\nऔर कुछ\u200c बेशर्म  बार-बार राम मंदिर को निशाना बना रहे हैं।',",negative
" '#काँग्रेस के 60 वर्षों में 6 एम्स बने।\n#मोदी के 6 वर्ष में 16 एम्स बने।\nऔर कुछ\u200c बेशर्म  बार-बार राम मंदिर को निशाना बना रहे हैं। #मोदी_है_तो_मुमकिन_है\n#दोगले। 😠😠',",negative
" '#अम्बानी के बाद अब #टाटा ने रोज 200 से 300 टन #ऑक्सिजन राज्य #सरकारों को देने का एलान किया \n#कांग्रेस इन्ही #उद्योगपतियों को गाली देती रहती है\n#CongressMuktBharat',",positive
" 'अपीलथी:-कि इस #कोविद_19 महामारी को देखते हुए #राजनीतिक_पार्टी जनता के हित में चुनाव का बहिष्कार करे यदि सच्चा जनता हितैषी है? मुझे बीजेपी के नाते नहीं कहना चाहिए..लेकिन नैतिकता के नाते मैं #कांग्रेस नेता श्री #राहुल_गांधी जी को धन्यवाद करता हूं,बंगाल चुनाव कार्यक्रम रद्द करने पर।',",negative
" 'नेहरू को जितना जानों उसे उतना ही कोसने का मन करता है....भारत के गरीब जनता के पैसे पर अय्याशी करने वाले की #कांग्रेस पार्टी गरीबों पर ही राजनीति करती आ रही है।',",negative
" 'हम जानते हैं हमारी और #देश की #बदहाली के जिम्मेदार आप नही हैं हम खुद हैं जो 60 सालों तक #कांग्रेस जैसी #निकम्मी और #कमीशनखोर/भ्रष्टाचारी सरकार को चुनते रहे ।\n3/',",negative
" '#कांग्रेस के 70 सालो का  खुशहाली वाला देश #भाजपा ने 7 सालो मे उसको मातम मे बदल दिया @INCGhazipur @IYC_UPEast',",negative
" 'कोरोना की आड़ में मीडिया का एक बिकाऊ  धड़ा यह षड्यंत्र कर रहा है कि बीजेपी को बंगाल में प्रचार नहीं करना चाहिए,और बंगाल को दीदी को भेंट दे देना चाहिए। दोगली भ्रष्ट #कांग्रेस meanwhile bengal public jihadis and naxal are more dangerous than corona @AmitShah @myogiadityanath https://t.co/z53DWTheAS',",negative
" 'कोरोना की आड़ में मीडिया का एक बिकाऊ  धड़ा यह षड्यंत्र कर रहा है कि बीजेपी को बंगाल में प्रचार नहीं करना चाहिए,और बंगाल को दीदी को भेंट दे देना चाहिए। दोगली भ्रष्ट #कांग्रेस meanwhile bengal public jihadis and naxal are more dangerous than corona @AmitShah @myogiadityanath https://t.co/RTpcYQfCh3',",negative
" 'कोरोना की आड़ में मीडिया का एक बिकाऊ  धड़ा यह षड्यंत्र कर रहा है कि बीजेपी को बंगाल में प्रचार नहीं करना चाहिए,और बंगाल को दीदी को भेंट दे देना चाहिए। दोगली भ्रष्ट #कांग्रेस https://t.co/KLd1nezXiV',",negative
" '@srivatsayb कोरोना की आड़ में मीडिया का एक बिकाऊ  धड़ा यह षड्यंत्र कर रहा है कि बीजेपी को बंगाल में प्रचार नहीं करना चाहिए,और बंगाल को दीदी को भेंट दे देना चाहिए। दोगली भ्रष्ट #कांग्रेस',",negative
" 'https://t.co/IxXSur5fi1\nमहाराष्ट्र में वसूली गैंग को सरकारी सरपरस्ती एवं #कांग्रेस के रसातल में जाने के कारणों को बताती #न्यूयॉर्क से जगजीत सिंह की ये खास रिपोर्ट\n@RahulGandhi @priyankagandhi @INCIndia',",neutral
" 'https://t.co/i7ydD3NnOD\n\nमहाराष्ट्र में वसूली गैंग के साथ #कांग्रेस के रसातल में जाने के कारणों को बताती #न्यूयॉर्क से जगजीत सिंह की ये खास रिपोर्ट\n@RahulGandhi @priyankagandhi @INCIndia',",neutral
" 'वन वन भटकने वाला मेरा कुछ नही बिगाड़ सकता :-- #रावण\n\nचाय बेचने वाला देश क्या चलाएगा :--- #कांग्रेस\n     ( अहंकार की समानता दोनों में है )',",negative
" '@ZeeNews #PriyankaGandhiVadra इस #COVID19 दौर में तो आरोप-प्रत्यारोप से बचिए !! \nआप 👉 अपने परिवार के साथ AC में आराम😪💤 फरमाते हुए, बयान जारी कर रहीं होगी, \nयहाँ स्वास्थ्यकर्मी, देशहित में लगे नेता अपनी जान हथेली पे लिए लोगों की सेवा में लगे हैं, \nकुछ तो शर्म करे #कांग्रेस #Congress !!',",negative
" '#कांग्रेस पहले से #हिन्दू #दलित विरोधी थी आज भी है 70 वर्षों से ये राजनीती करती आए है #BabaSahebAmbedkar भी ये अच्छी तरह जानते थे समझ ते थे @ZeeNews @sudhirchaudhary @AmanChopra_ जैसे पत्रकार को कोटि कोटि नमन ये हमें सच्चा #इतिहास बता रहे है @SupriyaShrinate @LambaAlka 🙏🙏🙏 https://t.co/Si9E19p0YS',",negative
" '@RahulGandhi हे #कांग्रेस के चिरयुवा और बालाधेड़ नेता,\n\nआप वही हो न, जिसने #चीन से #RGF के नाम पर पैसे लिए थे\n\nआप ही न, डोकलाम विवाद के समय चीनी राजदूत से छुप छुप कर मिल रहे थे \n\nसेना से सबूत आप ही की पार्टी न मांगती है\n\nफिर इतनी झूठी चिंता क्यों पार्थ!!\n\nhttps://t.co/smhhsf691L',",negative
" '#दिल्ली : #कांग्रेस महासचिव प्रियंका गांधी का,ट्वीट,देश के कोने-कोने से गुहार लग रही,रेमडेसिविर उपलब्ध कराने की गुहार लगी,तमाम लोग जद्दोजहद कर रहे है,भाजपा नेता का रेमडेसिविर की जमाखोरी करना,ऐसा कृत्य मानवता के खिलाफ अपराध है। @priyankagandhi \n#Delhi \n#BreakNews\n#Breaknewsindia1',",neutral
" '@aajtak #UddhavThackeray   #ShivSena ,दिल्ली वाले #ArvindKejriwal #AAP हो गये हैं ! 🙂\n\n#कांग्रेस की कठपुतली से व्यवस्था तो संभल नहीं रही, \nबचा है, तो वो है आरोप\nऔर हालात से सामना करने के बजाय, \n#sanjayRaut द्वारा संपादित ""सामना"" के माध्यम से निशाना..!! 🙄\n\n#COVID19India \n#COVID19',",negative
" '#सहाड़ा विधानसभा में #कांग्रेस के पक्ष में मतदान करने वाले सभी मतदाताओं का हार्दिक आभार एवं शुभकामनाएँ। पूर्ण निष्ठा एवं समर्पण भाव से परिश्रम करने वाले समस्त कार्यकर्ताओं का अभिनंदन। https://t.co/Gv2btmz6zh',",positive
" '@priyankagandhi @INCIndia #भ्रम_जिवी है #कांग्रेस',",negative
" 'नगर निगम सभापति सम्माननीय छोटे भईया जी को जन्मदिवस की हार्दिक शुभकामनाएं।\n\n#सत्यनारायण #सर्वे\n#जिला #सचिव #युवा #कांग्रेस #बिलासपुर https://t.co/rNzYONsUur',",positive
" '.#Congress ने 70 सालों तक देश को लूटा इसलिए आज चारों ओर #Covid19 का कहर है। @INCIndia की वजह से चरमराई हुई चिकित्सा व्यवस्था के चलते आज हालात बेक़ाबू हो गए। #कांग्रेस के राज में भ्रष्टाचार हुए इसलिए आज देश में लोग मर रहे है और उपचार तथा #vaccine के लिए तरस रहे\n\n#Nation_With_Modi',",negative
" '@INCIndia #कांग्रेस ६५ वर्षों तक #भ्रम की राजनीति कर #कांग्रेस_परिवार_पार्टी खुद #भ्रम नामक वायरस से ग्रसित होकर औरों को भ्रमित करने की कोशिश कर रही है। \n#भ्रम_जिवी\n@RahulGandhi 😃',",negative
" 'पहले #बीमारी आती है, उसके बाद वैक्सीन का निर्माण होता है, \n#कांग्रेस की स्थापना 1885 में, RSS की स्थापना 1925 में हुई 🤔\n\n #Nation_With_Modi',",neutral
" 'ना #भाजपा सही है ना #कांग्रेस\nइनको सिर्फ #चुनाव जीतकर अपनी दुकान आगे बढ़ाना है\n#कोरोना से जो #जनता जूझ रही है इनको कोई मतलब नहीं है बस रेलिया निकालनी है इनको\nइंदौर के नेताओं को तो सिर्फ ऑक्सीजन सिलेंडर के साथ प्रदर्शन करना है \n\n#lockdown2021\n#IndiaFightsCorona \n#Indore',",negative
" '@joshi_gc @sambitswaraj @AmitShah अच्छा कहीं #कांग्रेस तो जिम्मेदार #कोरोना के लिए ज़रा पता करना',",neutral
" 'इन चेहरों को याद रखना। ये सभी पत्रकार है जो किसी ना किसी बड़े मीडिया चैनल में है। यहां तक की जो आप हर रोज #आजतक टीवी और इंडिया टुडे देखते है। जो सुबह शाम मोदी नाम का जाप करते हैं। मोदी और अमित शाह के दमनकारी नीतियों को अच्छा बताकर आपके दिमाग में झूठ भरते है। \n#Congress\n#कांग्रेस https://t.co/x1qACtTS9E',",negative
" '@priyankagandhi राजनीती छोड़ कर लोगो की सेवा करे #कांग्रेस ! जो लोग आज #कोरोना से पीड़ित हो रहे है वही आपके वोटर है ?',",neutral
" '@007AliSohrab @ProfLiber @ProfNoor_ पंचर वालों इस विडियो को भी देख लो\nदो दो रुपये के लिए #कांग्रेस कि दिन रात चाटते हो\nतब भी घर नहीं चल पाता है https://t.co/AtpjoRyIPl',",negative
" '@INCIndia #कोरोनावायरस के संकटकाल में सारा #भारत एक होकर कमर कसकर उससे लड़ने के लिए दृढ़संकल्प है,तो वहीं #कांग्रेस अपनी राजनीति से बाज़ नहीं आ रहा है।\n#समझा_करो_यार कि सत्य और अहिंसा के नाम पर राजनीति करने वालों ने इससे पहले भी कई बार लाशों पर राजनीति की है।\n#ठीक_है\n#कांग्रेस_मुक्त_भारत https://t.co/HuTLX3nuxh',",negative
" '@AITCofficial @MamataOfficial हिंसाग्रस्त #बंगाल_चुनाव अब #कोरोनावायरस के साये में लड़ा जा रहा है और #लंगड़ी_बगदीदी\nउसी बहती गंगा में अपना हाथ✋ धोने का मौका गंवाना नहीं चाहती।\n#समझा_करो_यार कि #कोरोना की आड़ में #कांग्रेस के #पप्पू ने हथियार डाल दिए हैं तो #ममता_बेगम फायदा उठाकर रैलियां कर रही है \u200c।\n#ठीक_है https://t.co/2vCGg5izRo',",neutral
" 'अगर नेहरू से सोनिया_मनमोहन तक अगर हर  साल मात्र एक हॉस्पिटल और एक आईआईटी कॉलेज भी चालू करता तो देश की बदहाली ये नही होती।\nधन्य मानो @narendramodi आए अन्यथा #कांग्रेस की सरकार होती तो ये सारे चिन , UN , WB और WHO के पास कटोरा लेकर खड़े होते, कोई पैसे के लिए तो कोई वैकेसिन के लिए।',",negative
" '@007AliSohrab #कांग्रेस को #यूपी में पनपने नहीं और देश में जीतने नहीं देंगे \nतुम चाहे मुजरा करो या फिर ऐसे इडिट किए हुए हजारों विडियो ले आओ और तुम ये ट्विटर ट्विटर खेलो\nऔर हां अपने बच्चों के लिए बस्ता खरीद लो उन्हें स्कूल भेजना है बाईस में #बसपा कि सरकार आ रही है https://t.co/z02rnQbCAY',",neutral
" '@SupriyaShrinate @aajtak आप #कांग्रेस के प्रवक्ता  इस #दलाल_मीडिया चैनल पर मत जाया करो? इनके एंकर #कांग्रेसी को हमेशा बोलने से रोकने का प्रयास करते रहते है, फिर आवाज बंद कर देते है?  जब आप लोग के साथ इस तरह का व्यवहार होता है तो लाइव शो में आप लोग बहिष्कार करने की घोषणा क्यों नही करते?',",negative
" 'पप्पू जी @Radhika_Khera को राष्ट्रीय अध्यक्ष बनाईए क्योंकि ये बुद्धि में आपसे भी गई गुजरी है \nऔर #कांग्रेस तलवे चाटने वालों का और मूर्खों को अच्छा पद देती है \nऐ https://t.co/0sa7voxqmV',",negative
" 'पूर्व #प्रधानमंत्री मनमोहन सिंह ने #कोरोना से निपटने के सुझाव दिये।\nकाश! #कांग्रेस ने पिछले 51 साल में #भारत को #अस्पताल भी दिया होता तो आज ये दिन ना देखना पड़ता।\nबाक़ी #जनता भी इसलिए भुगत रही है क्योंकि उन्हें भी अस्पताल से ज़यादा #धार्मिक स्थल चाहिए था। #COVID19 #COVID19India https://t.co/HblEbdJTee',",neutral
" 'कांग्रेस नहीं चाहती थी कि बाबा साहब #अंबेड़कर दलितों के नेतृत्वकर्ता के तौर पर प्रचारित हो। यही कारण था कि #कांग्रेस ने उन्हें दो बार लोकसभा चुनावों में हरवाने की साजिश रची थी। 1952 में हुए पहले आम चुनाव में उत्तरी मुंबई से चुनाव लड़ा था, लेकिन उन्हें हार का सामना करना पड़ा। https://t.co/GL4mKzw6SQ',",neutral
" '#कांग्रेस को #हराकर क्या खोया #और भाजपा को #जीता कर क्या पाया हैं \nकभी #फ़ुरसत मिले तो #ध्यान से सोचना \n#खासकर आज की #युवा पीढ़ी !',",neutral
" 'क्या #तमिलनाडु #केरल #आसाम छोटा राज्य है? कम महत्वपुर्ण राज्य हैं ? क्या इन राज्यों की सभाओ से #कोरोना नहीं फैलता ?\n\nसब छोड़ दिजिये,यह बताइये की क्या #बंगाल में #ममता_बनर्जी और #लेफ्ट #कांग्रेस #इस्लामिक_फ्रंट के रैली से #कोरोना नहीं फैलता??',",neutral
" 'मैने ऐसे एक भी व्यक्ति को नही देखा जो #ममता_बनर्जी को बड़ी जनसभा करने पर कोस रहा हो।\nमैनें उन लोगों को भी नहीं देखा जो #आसाम में #कांग्रेस को बड़ी जनसभा करने पर कोस रहे हों।\n\nमैनें एक भी ऐसा व्यक्ति नहीं देखा जो #केरल में #लेफ्ट द्वारा आयोजित बड़ी सभाओं पर नाराज़गी जता रहा हो १/१',",neutral
" 'ये महोदय #आजतक में पत्रकार है, 2 स्क्रीन शॉट है एक में सरकार को लेकर बकैती कर रहे है दूसरी तस्वीर में दोस्त की माता जी के लिए #AAP और #कांग्रेस के नेताओं से मदद मांग रहे है। \nदोस्त घबराओ नही #भक्तों का नशा भी उतरेगा।\nमाता जी को ऊपर वाला सेहत दे। 🙏\n#AajTak\n#Bhakts https://t.co/rHmOpfAIFX',",neutral
" '@ShilpiSinghINC इतिहास हमेशा दुनिया याद रखेंगे, अपना मां का मौत के बदले पुरे #पंजाबी_समुदाय को गले में जलते टायर डालकर जिंदा जलाया था, इन #कांग्रेस के चमचे ने ।। https://t.co/F8qQoT6DDy',",negative
" 'निशब्द ! टूटी हुई, लाचार, बेचारी बची हुई  भी साख लुटानी वाली #कांग्रेस का तीसरा नाम हैं आप देवी जी🤣🙏 @SupriyaShrinate https://t.co/y4igbXkymN',",negative
" 'इतिहास याद रखेगा जब देश कोराना से लड़ रहा था तब..\n\n★ #महाराष्ट्र की #कांग्रेस सरकार वसूली कर जेब भर रही थी.\n★ #राजस्थान की कांग्रेस सरकार अस्पताल बनाने की बजाए करोडो के कब्रिस्तान बना रही थी.\n★ #छत्तीसगढ़ की कांग्रेस सरकार अस्पताल की बजाए करोड़ो के हज हाउस बना रही थी.',",negative
" '@naveenjindalbjp @vishnubishnoi1 @RakeshTikaitBKU @MoHFW_INDIA @drharshvardhan @BJP4UP @tarunchughbjp @BJP4Delhi यह #कांग्रेस का #दलाल #देशद्रोही  है।😡😡🤔😡😡😡',",negative
" ""#कांग्रेस व #AAP के फूफा जी ने भी वैक्सीन लगवा लिया है,\nराकेश पिबैत (चमचो के फूफा) ने मंच से चीखकर कहा था कि कोराना नाम का कुछ है ही नही 'सरकार बहका रही है!\nआन्दोलन को दबाना चाहती है।\nअब तो मुँह खोल दे,बेचारे पंजाब-हरियाणा के किसानों को पूरे विश्व में बेवकूफ मत बना।\n#नकली_किसान😡"",",negative
" 'भास्कर एग्जिट पोल#राजस्थान उपचुनाव में तीनों सीटें #कांग्रेस जीत रहीं हैं जय कांग्रेस विजय कांग्रेस ✌\nसभी को जीत की अग्रिम बधाई एवं शुभकामनाएँ  @ashokgehlot51 @pantlp @_lokeshsharma @satyaveeraloria @abhishaksomra @AdvTongar @sitaramlamba @RaghusharmaINC @ajaymaken @SachinPilot https://t.co/Lv0KtuyZLl',",positive
" '@IMinakshiJoshi @AshwiniUpadhyay @yogrishiramdev @SriSri @SadhguruJV @MajorPoonia @KapilMishra_IND @SureshChavhanke @PMOIndia @narendramodi @HMOIndia @AmitShah 1400 वर्ष आज तक #भारतवर्ष #इस्लामिक_जिहादी_आतंकवाद से ग्रसित है लेकिन कोई भी राजनीतिक सत्ताधारी #कांग्रेस \nकोई और राजनीतिक पार्टी हो सिर्फ अपना राजनीतिक फायदे के काम बात करते करते हैं।😡😡😡 🤔🤔\n#PoplutionControlLaw\n#UCC #DharmantranLaw \n#30A 🤔😡😡 https://t.co/IIs0ItFzCE',",negative
" '#चीन_सीमा पर #राष्ट्रीय_सुरक्षा से साथ #समझौता कर रही है #मोदी_सरकार : #कांग्रेस\n@ajaymaken\n@INCIndia\n#Congress\n#NarendraModi\n@rajnathsingh\n#China\n#Border\n#NationalSecurity\nhttps://t.co/k82aI8xUKW https://t.co/0Br4Q2QaTW',",neutral
" 'क्यो केरल सहित बाकी 04 राज्यों में रैली कर रहे थे जब होश में नही थे क्या?और बंगाल में तुम्हारा है क्या,#भूसे_में_सुई ढूंढने जैसी #कांग्रेस की हालत है इसलिए #कोरोना_संकट दिख गया।पहले बोलना था न? @INCMP @BJP4MP @sambitswaraj @rssurjewala\n@Ramesh_Mendola @jitupatwari @jiratijitu https://t.co/4AodtUQXId',",neutral
" 'पहले बीमारी आती है, उसके बाद वैक्सीन का निर्माण होता है\n\n#कांग्रेस की स्थापना 1885 में,\n#RSS की स्थापना 1925 में हुई\n\n#कड़कनाथ_मुर्गा',",neutral
" '@RakeshSinha01 @VinodRajotiya82 @RahulGandhi आप कांग्रेस से और @RahulGandhi  से झूठी उम्मीद कर रहे हैं। इनका खानदान लाशों पर ही राजनीति करता है। इंदिरा की लाश पर सत्ता मिली। फिर राजीव की लाश पर सत्ता मिली। और अब आम जनता को भी नही बक्शा। #कांग्रेस का चरित्र ही ऐसा है।',",negative
" '@KapilMishra_IND @MakhanSinghTan1 #कांग्रेस के “लैंड्मार्क” जवाहर सहित सभी पंजे🤚 #प्रधानमंत्री से ज़्यादा अस्पताल बना चुके आगे @AadeshRawal आप गिनती करते जाना...\nऔर हाँ, #अयोध्या एक झाँकी है,\n#काशी, #मथुरा बाक़ी है।\n\n#ModiHaiToMumkinHai\n\n#CoronaSecondWave \n#COVIDEmergency \n#BJP \n#NarendraModi \n#coronavirus https://t.co/ePOZMQHw4u',",neutral
" '5 #निकाह तुम करो ,\n25 #बच्चे तुम पैदा करो..\n#कांग्रेस को वोट तुम दो, \n#देश बर्बाद तुम करो..\n और #रोजगार #मोदीजी से मांगो मेरा 👉जूता कहाँ है बे.??',",negative
" 'संकट के इस दौर में भी #भाजपा के मंत्रियों की  मदत #कांग्रेस के साथी @dollysharmaINC @srinivasiyc ही कर रहे हैं कांग्रेस सबको अपना मान कर राष्ट्र धर्म का पालन कर रही है और और सब के लिए लड़ रही है\n#dollysharma\n#INC\n#srinivasiyc https://t.co/kAq2VQdZDW',",positive
" 'जो काम #मोदी_सरकार के सांसद महोदय @Gen_VKSingh नहीं कर पाये उसे #कांग्रेस की @dollysharmaINC ने कर दिया। ये #कांग्रेस के नेताओँ की ईमानदारी से की गई जन सेवा। देश सिर्फ बातो और भाषणों से नही चलता उसके लिये जमिनी स्तर पर कार्य करना पडता है।\n#COVIDSecondWave \n#COVID19 https://t.co/aLfSRtscJi',",positive
" 'पूर्व प्रधानमंत्री डॉ #मनमोहन_सिंह ने कोरोना के लिए कर #कांग्रेस की तरफ से प्रधानमंत्री नरेंद्र मोदी को पत्र लिखा। पत्र में कांग्रेस की तरफ से 14 #सुझाव भी दिए गए हैं।\n@INCIndia \n@RahulGandhi\n@SupriyaShrinate\n@rohanrgupta \n@Pawankhera \n@rssurjewala \n@narendramodi https://t.co/MyAH3jeqNH',",neutral
" 'अगर #कांग्रेस\nकुछ भी अच्छा कर सकती होती तो\nराजस्थान, छत्तीसगढ़, पंजाब और महाराष्ट्र में\nआज हालात सबसे ज्यादा खराब ना होते ।\n\nलेकिन कांग्रेस को राजनीति करके\nसिर्फ अपना उल्लू सीधा करना है\n\nइसके अतिरिक्त कांग्रेस को\nकिसी चीज से मतलब नहीं है ।',",negative
" 'मेरा हाथ जोड़कर केंद्रीय सरकार और राज्य सरकारों से\n निवेदन है की इस करोना काल में निजी अस्पताल भी मुफ्त करदेना चाहिए\n#कांग्रेस हैं तो देश हैं !!!',",neutral
" '#कांग्रेस इसी जीवट, इसी संस्कार और इसी समर्पण का नाम है, कांग्रेस मुक्त भारत का सपना देखने और दिखाने वालों',",neutral
" '1984 मे सिखों का नरसंहार #कांग्रेस का सरकार \n1989 मे भागलपुर मे 3000 मुस्लिम को काटा जा रहाँ था #कांग्रेस सरकार \n1983 मे नेली मे 3500 मुस्लिम को काटा जा रहाँ था #कांग्रेस का सरकार \n1992 मे बाबरी मस्जिद विध्वंस हो रहा था #कांग्रेस का सरकार था\n#शर्म_करो_कातिलो\n@PramodDhanvija2',",negative
" 'मुख्यमंत्री जी जिस पीजीआई में एडमिट है \nसुना है वह #कांग्रेस के समय का है \nउम्मीद है अब नहीं पूछेंगे 70 साल में क्या किया https://t.co/BJ6vgaLtVf',",neutral
